Application ID,Submission ID,Applicant Role,"Association, Cooperative, or Owner",Address Number,Street Direction,Street Name,Street Type,Number of Units,PIN,Vote Date,Recorded Date,Signed Date,Latitude,Longitude,Location
1513,PB2017A01513,Registered Agent,,2801,N,WOLCOTT,AVE,999,99999999999999,,08/10/2017,08/10/2017,41.932368834,-87.675522213,"(41.932368834029006, -87.67552221287711)"
1342,PB2017A01342,Property Manager,,150,W,Roosevelt,RD,342,17-16-416-014-0000,,05/11/2017,05/11/2017,41.867452731,-87.632334237,"(41.86745273087616, -87.63233423659729)"
750,PB2016A00750,Owner,Half Pipe Gully LLC Reside 2525,2525,N,Clark,ST,12,14-28-319-001-0000,,,10/11/2016,41.92854129,-87.642076344,"(41.928541289666775, -87.64207634430801)"
1460,PB2017A01460,PROPERTY MANAGER,,2056-2058,N,CLEVELAND,AVE,6,14-33-130-077-0000,,07/20/2017,07/20/2017,41.919959395,-87.641447609,"(41.919959394601214, -87.6414476092934)"
2541,PB2019A02541,Manager,,1947,W,Patterson,AVE,10,14-19-227-001-0000,,07/01/2019,07/01/2019,41.947682302,-87.678003566,"(41.94768230200013, -87.67800356629844)"
729,PB2016A00729,Owner,Dead End Chutes LLC 429 W Melrose,429,W,Melrose,ST,7,14-21-314-020-0000,,,10/11/2016,41.94107775,-87.640702727,"(41.941077750157824, -87.64070272676815)"
1116,PB2017A01116,President,Centennial Court Homeonwer's Assoc,1401-1423,S,Indiana,AVE,23,17-22-109-035-0000-17-22-109-057-0000,02/06/2017,02/15/2017,02/15/2017,41.864030771,-87.622326795,"(41.8640307714699, -87.62232679510159)"
685,PB2016A00685,Owner,Historic Strand Apartments,6321,S,Cottage Grove,AVE,63,20-23-100-004-0000,,,08/29/2016,41.779757304,-87.605769625,"(41.77975730359677, -87.60576962549939)"
2381,PB2018A02381,Owner,,2735-2737,W,Augusta,BLVD,13,16-01-416-009-0000,,10/07/2018,10/07/2018,41.899178061,-87.695705131,"(41.899178061152185, -87.69570513051744)"
1228,PB2017A01228,President,Manor Homes on Belden Condo Assoc,538-540,W,Belden,AVE,12,14-33-104-093-1001-1012,,03/13/2017,03/13/2017,41.923825237,-87.642997097,"(41.92382523733794, -87.64299709745097)"
801,PB2016A00801,Authorized Agent,Prairie Pointe Condo Assoc,1600,S,Prairie,AVE,161,17-22-303-051-1001-1393,08/03/2016,,11/01/2016,41.860170405,-87.620971592,"(41.860170404620284, -87.62097159169389)"
2813,PB2019A02813,MANAGER,,805,E,82ND,ST,17,20-35-120-001-0000,,10/02/2019,10/02/2019,41.745690134,-87.604843153,"(41.745690133538254, -87.60484315284852)"
32,PB2016A00032,Authorized Agent,401 East Ontario Condominium Assoc,401,E,Ontario,ST,394,17-10-208-017-1001-1396,,07/21/2016,07/21/2016,41.893341296,-87.617589151,"(41.893341296312244, -87.61758915120579)"
238,PB2016A00238,Authorized Agent,Private Residences at Ontario Place Condo Assoc,10,E,Ontario,ST,467,17-10-111-014-1001,,,08/04/2016,41.893388867,-87.627702401,"(41.89338886697453, -87.62770240071154)"
577,PB2016A00577,Owner,Scott St. Plaza,65,E,Scott,ST,230,17-03-113-015-0000,,,09/27/2016,41.904787075,-87.626179011,"(41.90478707543556, -87.62617901139323)"
1298,PB2017A01298,President,Greenleaf Shores Condo Assoc,1345-1347,W,Greenleaf,AVE,10,11-32-110-040-1001-1010,,03/28/2017,03/28/2017,42.010261633,-87.664219982,"(42.01026163264296, -87.6642199819696)"
777,PB2016A00777,Registered Agent,768 West Jackson LLC,768,W,Jackson,BLVD,103,17-16-110-027-0000,10/06/2016,,10/06/2016,41.878063543,-87.646716678,"(41.87806354278098, -87.6467166778314)"
760,PB2016A00760,Authorized Agent,Brixton Lofts Condo Assoc,106,N,Aberdeen,ST,29,17-08-436-024-1001-1034,,,10/20/2016,41.883250352,-87.654551613,"(41.883250352226646, -87.65455161251528)"
43,PB2016A00043,Owner,Le Breton & Sons LLC,3222,N,Seminary,AVE,3,14-20-422-037-0000,,,07/25/2016,41.940588725,-87.656705145,"(41.94058872536522, -87.65670514544959)"
957,PB2017A00957,Authorized Agent,Grand Kingsbury LLC,520,N,Kingsbury,ST,420,17-09-130-008-0000,,,01/09/2017,41.891230787,-87.639845993,"(41.891230786934514, -87.63984599312703)"
363,PB2016A00363,Authorized Agent,Paramount Lofts Condominium Assoc,1645,W,Ogden,AVE,207,17-18-215-019-1001-1423,,,08/22/2016,41.87972256,-87.667948798,"(41.87972255970395, -87.66794879778952)"
582,PB2016A00582,Authorized Agent,Astoria Tower Condominium Assoc,8,E,9th,ST,248,17-15-304-064-1001-1232,,,09/15/2016,41.870634991,-87.62727753,"(41.87063499080216, -87.62727753012125)"
978,PB2017A00978,Authorized Agent,Franklin Building Condo Assoc,720,S,Dearborn,ST,60,17-16-406-032-1001-1080,,,09/02/2016,41.872924414,-87.629299735,"(41.872924414089155, -87.62929973479568)"
133,PB2016A00133,Authorized Agent,Racine Flats Condominium Assoc,3414-3424,N,Racine,AVE,13,14-20-315-038-1001-1016,,,08/01/2016,41.943978437,-87.659232435,"(41.943978437164, -87.65923243526379)"
468,PB2016A00468,Authorized Agent,Paper Place Loftominiums,801,S,Wells,ST,108,17-16-410-022-1001-1109,,,08/17/2016,41.872091024,-87.633424814,"(41.87209102361854, -87.6334248142864)"
472,PB2016A00472,Property Manager,7321 South Shore Cooperative Apartments,7321,S,South Shore,DR,65,21-30-114-001-0000,,,08/03/2016,41.763591356,-87.559967135,"(41.76359135583004, -87.55996713501716)"
1826,PB2017A01826,AUTHORIZED AGENT,LANDMARK GARDEN CA,3556,S,STATE,ST,1,17334260144016,,08/28/2017,08/28/2017,41.829341983,-87.626669981,"(41.82934198273863, -87.62666998065693)"
506,PB2016A00506,Authorized Agent,The Regatta Condominium Assoc,420,E,Waterside,DR,321,17-10-400-035-1001-1655,,,09/07/2016,41.887026634,-87.61658923,"(41.88702663401338, -87.61658923034804)"
1968,PB2017A01968,Registered Agent,,750,W,Briar,PL,12,1428100005,,09/20/2017,09/20/2017,41.939199253,-87.648816883,"(41.939199253473625, -87.64881688311702)"
736,PB2016A00736,Owner,Teocalli Bowl LLC Reside on Irving Park,725,W,Irving Park,RD,47,14-21-100-001-0000,,,10/11/2016,41.954467596,-87.6488149,"(41.95446759574001, -87.64881490014926)"
130,PB2016A00130,President,1901 N Cleveland Condominium Assoc,1901,N,Cleveland,AVE,5,14-33-306-050-1001-1005,,,08/02/2016,41.9165683,-87.64104655,"(41.916568300388654, -87.64104655010814)"
178,PB2016A00178,Authorized Agent,State Tower Condominium Assoc,1230,N,State,PKWY,92,17-04-224-049-1001-1184,,08/04/2016,08/10/2016,41.904806103,-87.628855693,"(41.90480610343703, -87.62885569277418)"
2523,PB2019A02523,Registered Agent,,6719-6729,S,MERRILL,AVE,12,20-24-403-025-1001,,05/21/2019,05/21/2019,41.772891696,-87.572666079,"(41.77289169585089, -87.57266607869504)"
441,PB2016A00441,Authorized Agent,Dearborn Park Unit One Townhomes Assoc,836-1147,S,Park,TER,144,17-16-423-002-0000,,07/13/2016,08/22/2016,41.871255668,-87.629721782,"(41.871255668421824, -87.62972178226487)"
2823,PB2019A02823,manager,,2919,N,Seeley,AVE,4,14-30-121-014-0000,,10/02/2019,10/02/2019,41.934696229,-87.679272551,"(41.934696228612836, -87.67927255066884)"
703,PB2016A00703,Registered Agent,Orleans I LLC,2046,N,Orleans,ST,70,14-33-207-026-0000,10/05/2016,,10/06/2016,41.919727308,-87.63789348,"(41.91972730835904, -87.637893480361)"
239,PB2016A00239,Authorized Agent,619 Stratford Condominium Assoc,619,W,Stratford,PL,24,14-21-306-042-1003,,,08/01/2016,41.944934452,-87.645112345,"(41.94493445165532, -87.645112344977)"
507,PB2016A00507,Authorized Agent,1313 N Ritchie Court Condominium Assoc,1313,N,Ritchie,CT,148,17-03-108-017-1001-1337,,,08/22/2016,41.906293549,-87.626459679,"(41.90629354865983, -87.62645967895207)"
1908,PB2017A01908,authorized agent,,1463,S,Clark,ST,1,17-21-211-009-0000,,09/11/2017,09/11/2017,41.862283029,-87.630117723,"(41.862283028769326, -87.63011772252172)"
1362,PB2017A01362,Registered Agent,State Place Condominium Assoc,1111,S,State,ST,242,17-15-308-039-1001-1481,,06/05/2017,06/05/2017,41.868898224,-87.62731397,"(41.86889822358928, -87.62731396993205)"
1081,PB2017A01081,Registered Agent,,4910,N,Sheridan,RD,119,"14-08-411-018-0000, 14-08-411-020-0000",,02/03/2017,02/03/2017,41.971943268,-87.655040831,"(41.971943267580514, -87.6550408313939)"
111,PB2016A00111,Authorized Agent,Bell Court Condominium Assoc,2232-2238,W,Roscoe,ST,26,14-19-310-046-1001-1026,,,07/29/2016,41.943251259,-87.684576057,"(41.943251259237634, -87.68457605707084)"
416,PB2016A00416,Registered Agent,Fitch Park Condominium Assoc,2615-2629,W,Fitch,AVE,30,10-36-205-058-1000,,,08/15/2016,42.011147874,-87.695609937,"(42.01114787444016, -87.69560993658072)"
1914,PB2017A01914,authorized agent,,66,W,15th,ST,1,17-21-211-344-0000,,09/11/2017,09/11/2017,41.862024749,-87.629957142,"(41.862024749412775, -87.62995714160405)"
212,PB2016A00212,Authorized Agent,230 E Ontario Condominium Assoc,230,E,Ontario,ST,144,17-10-203-028-1007,,,08/01/2016,41.893483677,-87.621882768,"(41.89348367731226, -87.62188276840526)"
306,PB2016A00306,Property Manager,Victoria Terrace Condominium Assoc,901-909,W,Gordon,TER,21,14-17-413-017-1001-1021,,,08/03/2016,41.957588955,-87.65259643,"(41.95758895512295, -87.6525964304039)"
2443,PB2018A02443,Property Manager,59-65 East Cedar Street Condominium Association,59-65,E,Cedar,ST,28,17-03-202-067-1001 through 1032,,12/10/2018,12/10/2018,41.902300045,-87.626008871,"(41.9023000449741, -87.62600887133401)"
1972,PB2017A01972,Registered Agent,,444,W,ST JAMES,PL,176,1428319025,,09/20/2017,09/20/2017,41.928223478,-87.640917328,"(41.92822347814444, -87.64091732815324)"
876,PB2017A00876,Authorized Agent,Transportation Building Condo Assoc,600,S,Dearborn,ST,294,17-16-406-030-1001,,,11/18/2016,41.874481166,-87.62935654,"(41.87448116568133, -87.62935653990546)"
2806,PB2019A02806,Manager,,7008,W,Medill,AVE,10,13-31-102-025-1004,,10/02/2019,10/02/2019,41.922444822,-87.801124028,"(41.922444821723346, -87.80112402757977)"
1368,PB2017A01368,president of management company,The Vedado Condo Assoc,2106-2116,N,Seminary,AVE,27,14-32-214-040-1001-1028,09/17/0016,06/08/2017,06/08/2017,41.920142348,-87.656009846,"(41.92014234788151, -87.65600984600705)"
1149,PB2017A01149,"managing agent, TCC Realty LLC",,1035-1045,W,Barry,AVE,21,14-29-209-017-0000,,02/23/2017,02/23/2017,41.937958762,-87.655401548,"(41.93795876222944, -87.65540154811318)"
3259,PB2022A03259,HOA Board President,Elevation 8 Condominium Association,2300,W,Warren,BLVD,8,17-07-324-048-0001; 17-07-324-048-0002; 17-07-324-048-0003; 17-07-324-048-0004; 17-07-324-048-0005; 17-07-324-048-0006; 17-07-324-048-0007; 17-07-324-048-0008,07/21/2022,10/08/2022,10/08/2022,41.882223824,-87.684108949,"(41.882223824443834, -87.68410894867654)"
3349,PB2024A03349,Board President,2237 West Washington Condominiums,2237,W,washington,BLVD,3,17-07-325-050-1001,01/27/2024,01/27/2024,01/27/2024,41.882933624,-87.683053692,"(41.88293362386711, -87.68305369173615)"
127,PB2016A00127,Authorized Agent,415 Condominium Assoc,415,W,Aldine,AVE,60,14-21-312-045-0000,,,07/28/2016,41.942171118,-87.640559133,"(41.942171117689924, -87.64055913334448)"
3346,PB2023A03346,Registered Agent,Dayton Diversey Condominium Association,823,W,Diversey,PKWY,3,14294070901001,11/21/2023,11/22/2023,11/22/2023,41.93258914,-87.64998879,"(41.93258913951529, -87.64998879025694)"
1620,PB2017A01620,Agent,Block X Condo Assn,1141-1151,W,Washington,BLVD,99,17-08-443-042-1001,,08/10/2017,08/10/2017,41.882884931,-87.655960794,"(41.8828849314506, -87.65596079393674)"
2803,PB2019A02803,Manager,,7002,W,Medill,AVE,8,13-31-102-025-1001,,10/02/2019,10/02/2019,41.922446713,-87.800876512,"(41.922446712865835, -87.80087651231338)"
1452,PB2017A01452,PROPERTY MANAGER,,848-854,W,WAVELAND,AVE,14,14-20-223-037-0000,,07/20/2017,07/20/2017,41.949197199,-87.651468967,"(41.94919719880513, -87.65146896690113)"
1810,PB2017A01810,AUTHORIZED AGENT,PRAIRIE TOWNHOMES of DEARBORN PARK,1401,S,FEDERAL,ST,1,17212110580000,,08/24/2017,08/24/2017,41.863954378,-87.629245404,"(41.863954378035075, -87.62924540373656)"
1705,PB2017A01705,AUTHORIZED AGENT,PATTINGTON CONDOMINIUM ASSOCIATION,707-719,W,BITTERSWEET,PL,84,14-16-305-021-1034,,08/11/2017,08/11/2017,41.955580082,-87.647688715,"(41.95558008203617, -87.64768871538799)"
1227,PB2017A01227,authorized agent,The Regal Condo,1735,W,Diversey,PKWY,107,14-30-403-091-1001-1107,01/28/0017,03/13/2017,03/13/2017,41.932246055,-87.672267735,"(41.93224605536225, -87.67226773535732)"
165,PB2016A00165,Authorized Agent,East Point Condominium Assoc,6101,N,Sheridan,RD,160,14-05-211-021-1001-1160,,,07/28/2016,41.992473227,-87.655312379,"(41.99247322685175, -87.6553123790606)"
1804,PB2017A01804,AUTHORIZED AGENT,PRAIRIE TOWNHOMES of DEARBORN PARK,1346,S,FEDERAL,ST,1,17212111790000,,08/24/2017,08/24/2017,41.864408411,-87.629549988,"(41.86440841084855, -87.62954998811493)"
768,PB2016A00768,Registered Agent,Hampden Court Condo Assoc,2743-2749,N,Hampden,CT,24,14-28-309-032-0000,,,10/18/2016,41.932005804,-87.642094654,"(41.93200580376409, -87.64209465429566)"
816,PB2017A00816,Owner,Northtown Village Phase I,1427,N,Halsted,ST,116,17-04-113-082-0000,,,08/29/2016,41.907188967,-87.648038036,"(41.9071889672001, -87.64803803586298)"
1114,PB2017A01114,property manager,460 Barry Condo Assoc,460,W,Barry,AVE,6,14-28-105-085-1001-1007,,02/15/2017,02/15/2017,41.937811087,-87.641695234,"(41.937811087026894, -87.64169523358167)"
2075,PB2017A02075,"Lakeview Associates, Inc. (property manager)",,553,W,Oakdale,AVE,48,14-28-117-028-0000,,11/21/2017,11/21/2017,41.935418521,-87.643897494,"(41.935418520788325, -87.64389749375974)"
2969,PB2019A02969,property manager,,1137,W,columbia,AVE,3,11-32-401-007-0000,,10/30/2019,10/30/2019,42.004519474,-87.660050064,"(42.00451947407453, -87.66005006418762)"
1594,PB2017A01594,AUTHORIZED AGENT,LAKESHORE POINTE CA,2352,E,71ST,ST,63,20244300111114,,08/10/2017,08/10/2017,41.766436717,-87.567069762,"(41.76643671728895, -87.56706976151372)"
1544,PB2017A01544,Property Manager,Landmark Village Condo Association,2901,N,wolcott,AVE,999,14-30-222-173-1091,,08/10/2017,08/10/2017,41.934184907,-87.675605186,"(41.93418490700686, -87.67560518553574)"
1654,PB2017A01654,Manager,"LeBreton & Sons, LLC.",3149,N,Lawndale,AVE,8,13-26-106-001-0000,,08/11/2017,08/11/2017,41.938814507,-87.719531414,"(41.93881450744268, -87.71953141411095)"
313,PB2016A00313,Property Manager,Leland Manor Condominium Assoc,2857-2861,W,Leland,AVE,18,13-13-111-030-1001-1018,,,08/03/2016,41.96657891,-87.701081357,"(41.96657891027072, -87.70108135663625)"
969,PB2017A00969,Board President,Malibu Condominiums,6007,N,Sheridan,RD,356,14-05-215-015-1001-1356,,,01/10/2017,41.991247963,-87.655273451,"(41.99124796309283, -87.6552734509029)"
257,PB2016A00257,Board President,City Towne Lofts Condominiums,525,N,Halsted,ST,66,17-09-102-042-1001-1065,,,08/18/2016,41.891995721,-87.647449649,"(41.89199572087967, -87.64744964923473)"
2213,PB2018A02213,Property Manager,,1658,N,Harding,AVE,5,13-35-322-016-0000,,04/03/2018,04/03/2018,41.911630217,-87.725312076,"(41.91163021737749, -87.72531207641205)"
1530,PB2017A01530,authorized agent,North Town Village Condo Assoc,757,W,Eastman,ST,145,17-04-113-100-1017,,08/10/2017,08/10/2017,41.906637398,-87.647670525,"(41.906637397707385, -87.64767052482391)"
1723,PB2017A01723,registered agent,Deming I LLC,482-484,W,Deming,PL,6,14-28-318-011-0000,10/07/0016,08/11/2017,08/11/2017,41.928944954,-87.641891752,"(41.92894495409439, -87.64189175197968)"
107,PB2016A00107,Authorized Agent,Ainslie Place Condominium Assoc,3303-3309,W,Ainslie,ST,12,13-11-429-011-1001-1012,,,07/29/2016,41.970135299,-87.711113077,"(41.97013529886888, -87.71111307695323)"
1796,PB2017A01796,Owner,,3810,N,Greenview,AVE,8,14-20-105-042-0000,,08/23/2017,08/23/2017,41.951034455,-87.66756145,"(41.95103445538733, -87.66756144958117)"
493,PB2016A00493,Manager,1300 Lake Shore Dr Condominium Assoc,1300,N,Lake Shore,DR,130,17-03-108-016-1001-1143,,,08/16/2016,41.905886003,-87.625450553,"(41.90588600275259, -87.62545055294856)"
2216,PB2018A02216,Property Manager,,1944-1950,N,Spaulding,AVE,37,13-35-403-007-0000,,04/03/2018,04/03/2018,41.916868997,-87.710428402,"(41.916868997463425, -87.71042840163975)"
249,PB2016A00249,Authorized Agent,1414 N Wells Condominium Assoc,1414,N,Wells,ST,50,17-04-203-151-1001-1110,,05/06/1994,08/02/2016,41.908099914,-87.634763762,"(41.90809991422898, -87.63476376180397)"
1319,PB2017A01319,registered agent,4044 N California Condominiums,4044,N,California,AVE,12,13-13-331-042-1001-1018,,04/18/2017,04/18/2017,41.955299193,-87.698427727,"(41.955299193258746, -87.69842772749497)"
480,PB2016A00480,Registered Agent,Kinzie Park Tower Condominium Assoc,501,N,Clinton,ST,208,17-09-112-107-1001-1457,,08/29/2016,08/29/2016,41.890798214,-87.64225168,"(41.89079821366712, -87.64225167999025)"
974,PB2017A00974,Authorized Agent,Bella Vita Condo Assoc,1707-1709,W,Greenleaf,AVE,32,11-31-212-018-1001-1032,08/15/2005,,01/16/2017,42.010120933,-87.672596502,"(42.01012093321143, -87.67259650161638)"
122,PB2016A00122,Authorized Agent,Fairbanks at Cityfront Plaza Condominium Assoc,240,E,Illinois,ST,239,17-10-212-040-1001-1239,,09/12/2007,08/01/2016,41.891099617,-87.620967638,"(41.89109961666442, -87.62096763810514)"
2833,PB2019A02833,Manager,,5620,N,Kenmore,AVE,56,14-05-409-019-0000,,10/02/2019,10/02/2019,41.984337731,-87.656780926,"(41.984337731181746, -87.65678092621191)"
3015,PB2019A03015,Property Manager,,2119,N,Richmond,ST,23,13-36-118-001-0000,,11/27/2019,11/27/2019,41.920190199,-87.699930398,"(41.920190198613014, -87.69993039822954)"
423,PB2016A00423,Registered Agent,Wolcott Village of Ravenswood Condominium Assoc,4901-4957,N,Wolcott,AVE,147,14-07-418-017-0000,,,08/15/2016,41.970711544,-87.676115875,"(41.97071154399883, -87.67611587479878)"
761,PB2016A00761,President,Park 1500 Condo Lofts,1500,W,Monroe,ST,326,17-17-101-045-1001 & 17-17-101-045-1671,08/10/2016,,10/03/2016,41.880316741,-87.664510339,"(41.8803167405322, -87.66451033949646)"
1727,PB2017A01727,President,Montgomery on Superior,500,W,Superior,ST,245,17-09-114-021-1001-1595,05/18/2005,08/11/2017,08/11/2017,41.895608706,-87.641579165,"(41.89560870567257, -87.64157916536797)"
681,PB2016A00681,Authorized Agent,The Neapolitan Condo Assoc,1212,N,Wells,ST,96,17-04-220-058-1001-1196,10/12/2016,,10/12/2016,41.904275071,-87.634641677,"(41.90427507126292, -87.63464167733225)"
3106,PB2020A03106,Property Manager,5046 South Blackstone Condominium Association,1424-1426,E,Hyde Park,BLVD,19,20-11-213-039-1002,,10/15/2020,10/15/2020,41.802544959,-87.590749083,"(41.802544958745216, -87.59074908274467)"
2097,PB2017A02097,President,Crilly Court Condo Assoc,1701-1717,N,Crilly,CT,90,14-33-419-008-1001-1050,09/19/2016,12/19/2017,12/19/2017,41.912908006,-87.63561067,"(41.912908005711735, -87.63561066968519)"
54,PB2016A00054,Authorized Agent,Fordham Condominium Assoc,25,E,Superior,ST,229,17-10-103-027-1001-1415,,,07/18/2016,41.895585098,-87.627063535,"(41.89558509805822, -87.6270635345156)"
1930,PB2017A01930,authorized agent,,3529,S,Dearborn,ST,1,17334260144023,,09/12/2017,09/12/2017,41.829864106,-87.627386075,"(41.82986410565484, -87.62738607515122)"
2164,PB2018A02164,Registered Agent,1516 North State Parkway Condominium Association,1516,N,State,PKWY,65,17-04-210-028-1001 through 17-04-210-028-1065,,03/05/2018,03/05/2018,41.910030279,-87.628995804,"(41.91003027855709, -87.62899580425109)"
870,PB2017A00870,Owner,Lawndale Apartments,3219-3229,W,Douglas,BLVD,,"16-23-221-037-0000, 16-23-221-041-0000",,,08/29/2016,41.862390744,-87.706438148,"(41.86239074435278, -87.7064381484087)"
820,PB2017A00820,Owner,Northtown Village Phase I,1321,N,Burling,ST,,17-04-145-006-0000,,,08/29/2016,41.905538181,-87.647170906,"(41.90553818118485, -87.6471709064285)"
673,PB2016A00673,Authorized Agent,999 Lake Shore Corporation,999,N,Lake Shore,DR,27,17-03-208-008-0000,,,10/14/2016,41.900943696,-87.619707942,"(41.90094369603277, -87.61970794231163)"
1912,PB2017A01912,authorized agent,,60,W,15th,ST,1,17212113460000,,09/11/2017,09/11/2017,41.862028722,-87.629729267,"(41.862028722018934, -87.62972926678106)"
1952,PB2017A01952,Registered Agent,,451,W,Melrose,ST,64,1421314015,,09/19/2017,09/19/2017,41.941068615,-87.641498394,"(41.94106861527624, -87.64149839394454)"
1354,PB2017A01354,authorized agent,539-547 W Brompton Condo Assoc,539-547,W,Brompton,AVE,28,14-21-112-014-1001-1028,04/20/0017,05/31/2017,05/31/2017,41.947131284,-87.644274401,"(41.94713128351914, -87.64427440144635)"
884,PB2017A00884,Authorized Agent,Burnham Station CA,61,W,15th,ST,78,17-21-210-139-1001-1156,,,08/08/2016,41.861809683,-87.629694674,"(41.8618096832441, -87.62969467420886)"
400,PB2016A00400,Authorized Agent,3180 Condominium Assoc,3180,N,Lake Shore,DR,175,14-28-200-003-1001-1175,,08/18/2016,08/18/2016,41.939776187,-87.638654319,"(41.93977618674258, -87.63865431945976)"
